Log10PValue	Tissue.Specific.Genes	fold.change	samples	Tissue	pvalue	zScore	p.adjust
3.19612648145112	6	5.75022956841139	5	Adipose Tissue	0.000636610091210713	3.41551719877372	0.0111406765961875
0.0944063074990661	1	0.618550591024332	3	Adrenal Gland	0.804625315636261	0.247365572393213	0.994567888948048
0	0	0	3	Appendix	1	0	1
1.03075388752397	4	2.33467967439259	4	Bone Marrow	0.0931635679107141	1.67894087184769	0.326072487687499
0.665442547635802	2	2.30009182736455	4	Breast	0.216051582825694	1.23709562766051	0.444812082288194
0.835404480457401	13	1.38241820446055	3	Cerebral Cortex	0.146081600872296	1.4535121783198	0.393296617733105
0.1977608146057	1	1.00165289256198	2	Cervix, uterine	0.634218907805962	0.475797139712128	0.946495970005067
0.191363839057761	1	0.976454077654764	13	Colon	0.643629825572919	0.462629687016149	0.946495970005067
1.73852990185733	6	2.88401606836732	2	Duodenum	0.0182587103065828	2.36032948086134	0.12781097214608
2.14569206322775	4	5.26292197786805	5	Endometrium	0.00715003119789455	2.68977451848708	0.0625627729815773
0	0	0	3	Esophagus	1	0	1
0.253076674274381	3	1.03274633046856	5	Fallopian Tube	0.558371606062532	0.585261934182817	0.946495970005067
0.211371099467444	1	1.05616461460617	3	Gallbladder	0.614651435913379	0.50344500596108	0.946495970005067
0.843998762479122	3	2.29442657655824	4	Heart Muscle	0.143219198029466	1.46390759461104	0.393296617733105
0.752809555440205	4	1.82654350996597	9	Kidney	0.176681242424086	1.35104429971585	0.441703106060216
8.74828527820905	17	6.25439661587874	10	Liver	1.78531445696482e-09	6.01622493343489	6.24860059937685e-08
1.47592176746583	4	3.30332336908739	9	Lung	0.0334255246362952	2.12693451438552	0.167127623181476
0.674552977512474	3	1.8933682725257	5	Lymph Node	0.211566558954476	1.24926939207771	0.444812082288194
0.670213936958346	2	2.31725669174787	3	Ovary	0.213690917152317	1.24348024249097	0.444812082288194
1.09425854683768	2	4.25359447526322	2	Pancreas	0.080489912108729	1.74785053467953	0.313016324867279
1.54098016808527	6	2.59481111443634	8	Placenta	0.0287752981318835	2.18655126845175	0.167127623181476
0.152975927216766	1	0.830247049984532	9	Prostate	0.703111292003764	0.381123929327911	0.946495970005067
0.175035272482209	1	0.913271754982985	4	Rectum	0.668289638288935	0.428496558935891	0.946495970005067
0.362056316860434	1	1.76427498121713	3	Salivary Gland	0.434453882987979	0.781592862303197	0.844771439143292
0.166840642597857	1	0.882137490608565	3	Seminal Vesicle	0.681019201938243	0.411072734632455	0.946495970005067
0.0588404324256214	1	0.48976718721485	5	Skeletal Muscle	0.873292172641843	0.15947814889295	1
0.0953633097324695	2	0.670653124609535	3	Skin	0.802854212226105	0.249654933940605	0.994567888948048
1.14831924727486	5	2.2632098884418	4	Small Intestine	0.0710690896965027	1.80503573867015	0.310927267422199
2.581214807286	4	6.97780666728573	3	Smooth Muscle	0.00262292089420188	3.00878797925448	0.0306007437656886
0.856946121343916	4	2.00978897536709	5	Spleen	0.13901250796981	1.47947837057889	0.393296617733105
0.186732628737218	1	0.958371594735231	4	Stomach	0.650530062721895	0.453025940120169	0.946495970005067
2.12587897916956e-05	3	0.214937053549295	10	Testis	0.999951051025571	6.1348441697829e-05	1
0.0840356131495193	1	0.581483888940477	5	Thyroid Gland	0.824070536556954	0.222312609731903	0.994567888948048
0	0	0	5	Tonsil	1	0	1
0	0	0	2	Urinary Bladder	1	0	1
