Log10PValue	Tissue.Specific.Genes	fold.change	samples	Tissue	pvalue	zScore	p.adjust
1.88418899543078	7	2.79910600255428	5	Adipose Tissue	0.0130560259488004	2.48223740161454	0.152320302736004
1.0222052514879	7	1.80659431240555	3	Adrenal Gland	0.0950155635406297	1.66951397298379	0.369504969324671
0.115524408915251	2	0.72379117703718	3	Appendix	0.766435462516516	0.297040665978175	1
0.00677705918687324	1	0.243531241897848	4	Bone Marrow	0.984516367886589	0.0194070731847597	1
0.460566513423929	3	1.43954022988506	4	Breast	0.346284846046731	0.941819917474764	0.673331645090867
14.4063611214925	65	2.88401039206424	3	Cerebral Cortex	3.92318581747451e-15	7.85502880389408	1.37311503611608e-13
0.366933222175037	3	1.25379310344828	2	Cervix, uterine	0.429602478061511	0.789872080492116	0.751804336607644
0.0378175364871173	1	0.407417046193884	13	Colon	0.91660550982576	0.10471052539001	1
0.418461099589959	6	1.20333084231878	2	Duodenum	0.381538967768211	0.875064212969011	0.702834940625652
0.262657680344116	2	1.0979544126242	5	Endometrium	0.546188208008906	0.603481817195647	0.868935785468714
0	0	0	3	Esophagus	1	0	1
1.03798381922428	11	1.57998317914214	5	Fallopian Tube	0.0916254626946345	1.68688502184054	0.369504969324671
1.10859054833256	5	2.20337790288529	3	Gallbladder	0.0778770427698002	1.76313903649757	0.369504969324671
0.686870622335208	5	1.59554951588245	4	Heart Muscle	0.205650314336494	1.26561678341913	0.654341909252479
0.563819364088823	7	1.33369168356998	9	Kidney	0.273011308141225	1.09615417873518	0.673331645090867
0.484199812440263	8	1.22804379800621	10	Liver	0.327944376062181	0.978262774538782	0.673331645090867
0.779196766320629	5	1.72285399853265	9	Lung	0.166265917671158	1.38430227519116	0.581930711849054
0.480072519379919	5	1.31665264928511	5	Lymph Node	0.331075833147582	0.971949176760791	0.673331645090867
1.74808828822703	6	2.90056613484303	3	Ovary	0.0178612443464163	2.36848210646463	0.156285888031142
0.167806921223379	1	0.887387812942844	2	Pancreas	0.679505660313452	0.413137794517762	1
0.318903312128085	6	1.08266256843723	8	Placenta	0.479840264568918	0.706559500283923	0.799733774281529
2.06070999753374	8	2.77130739443113	9	Prostate	0.00869540876043541	2.62380290428027	0.15216965330762
0.0315967981512396	1	0.38105476673428	4	Rectum	0.9298292457534	0.0880596759532291	1
0.126989898766997	1	0.736128526645768	3	Salivary Gland	0.74646612022523	0.323302553656551	1
0.539353497201839	4	1.47225705329154	3	Seminal Vesicle	0.288832794943715	1.06068562498378	0.673331645090867
0.0185823916749839	2	0.408702273468944	5	Skeletal Muscle	0.958114931398071	0.0525192824060595	1
0.0317218854581351	4	0.55964846950175	3	Skin	0.92956147102299	0.0883965905674412	1
0.552533071831466	7	1.32202674173118	4	Small Intestine	0.280199223985462	1.07987190890146	0.673331645090867
1.30962609518707	4	2.91142967841922	3	Smooth Muscle	0.0490200674862931	1.96841708675804	0.285950393670043
0.464602785007838	6	1.25785068630733	5	Spleen	0.343081432683578	0.948094333582291	0.673331645090867
0.144732899202857	2	0.799744572158365	4	Stomach	0.716583989859354	0.363027970920693	1
0.0437453584838235	27	0.807125694190284	10	Testis	0.904179469277192	0.120383363855673	1
1.63250265349929	9	2.18357225881441	5	Thyroid Gland	0.0233075887451706	2.26835482646656	0.163153121216194
0.0296061878779009	1	0.372294887039239	5	Tonsil	0.934100946463572	0.082686340392748	1
0	0	0	2	Urinary Bladder	1	0	1
