Log10PValue	Tissue.Specific.Genes	fold.change	samples	Tissue	pvalue	zScore	p.adjust
0.0521104867592924	1	0.463851851851852	5	Adipose Tissue	0.886930343673225	0.142189476748511	1
4.47441196788801	13	3.8919203187251	3	Adrenal Gland	3.35419287529016e-05	4.14798164214017	0.000586983753175778
0	0	0	3	Appendix	1	0	1
0.0121643960509888	1	0.282496240601504	4	Bone Marrow	0.972379073718089	0.0346246145178273	1
0.268754541176848	2	1.11324444444444	4	Breast	0.538574093110145	0.614970665658703	1
17.8601278181742	65	3.34545205479452	3	Cerebral Cortex	1.37997806042039e-18	Inf	4.82992321147137e-17
1.24812448801675	5	2.424	2	Cervix, uterine	0.0564775062082727	1.90733279338536	0.658904239096515
0.0544071325486964	1	0.472603773584906	13	Colon	0.882252438601991	0.148114459090765	1
0.00555707363314457	1	0.232643962848297	2	Duodenum	0.987285881174242	0.0159354592808766	1
0.0995106371360511	1	0.636813559322034	5	Endometrium	0.795223787949479	0.259533305616604	1
0	0	0	3	Esophagus	1	0	1
0.00698954153880611	2	0.333232815964523	5	Fallopian Tube	0.984034802506794	0.020010743126171	1
0.506770957805381	3	1.53355102040816	3	Gallbladder	0.311335785533969	1.01242312620288	1
0.121858652389403	2	0.740334975369458	4	Heart Muscle	0.755338023679444	0.311608565693822	1
0.0255719507799286	2	0.442023529411765	9	Kidney	0.942818399162436	0.0717279668378733	1
0.00984664050081763	2	0.356132701421801	10	Liver	0.977582367120909	0.0281000337947309	1
0.0359999839217944	1	0.399702127659574	9	Lung	0.920449605829537	0.0998673900866573	1
0.0160322839824278	1	0.305463414634146	5	Lymph Node	0.963757378498257	0.0454390214199661	1
0.0783278461678027	1	0.560776119402985	3	Ovary	0.834972464808453	0.208328519475799	1
0	0	0	2	Pancreas	1	0	1
0.691989175369753	7	1.46520334261838	8	Placenta	0.20324076673186	1.27237259403064	1
0.146341216221572	2	0.803679144385027	9	Prostate	0.713935181509982	0.366576176280588	1
0.0464725587414308	1	0.442023529411765	4	Rectum	0.898519364471511	0.12753197870297	1
0	0	0	3	Salivary Gland	1	0	1
0.0426668690687708	1	0.426954545454545	3	Seminal Vesicle	0.90642762077266	0.117545713741346	1
0.0333008342378288	2	0.474094637223975	5	Skeletal Muscle	0.926188033976376	0.0926419270630465	1
0.0231922578645568	3	0.486894168466523	3	Skin	0.947998700762447	0.0652201715291737	1
0.0247034703539652	2	0.438157434402332	4	Small Intestine	0.944705686756653	0.0693567094462569	1
0.937255975361629	3	2.53294382022472	3	Smooth Muscle	0.115543102457231	1.57375931807234	1
0.106662861983195	3	0.729553398058252	5	Spleen	0.782234809208079	0.276407874564189	1
0.768998561594464	4	1.85540740740741	4	Stomach	0.170216414604032	1.37150876010165	1
7.1994085310344e-05	13	0.450794646977388	10	Testis	0.999834241231884	0.000207747808958541	1
0.547565479833852	5	1.40719101123596	5	Thyroid Gland	0.283422627678884	1.07266237474174	1
0	0	0	5	Tonsil	1	0	1
0	0	0	2	Urinary Bladder	1	0	1
