score,target.id,target.approvedSymbol,target.biotype,gwas_credible_sets,clingen,geneburden,GWAS.id,L2G,GCST90475759,FINNGEN_R12_E4_OBESITY,GCST90475762,GCST90475765,GCST90624107,GCST90479955,GCST90479952,GCST90479951,GCST90475761,GCST90475758,GCST001957,GCST009382,GCST001953,GCST90225534,GCST001475,GCST90624548,GCST90475763,GCST90651236,GCST90475760,GCST90475757,GCST90473209,GCST90093121,GCST90435785,FINNGEN_R12_E4_OBESITYNAS,GCST90435786,FINNGEN_R12_E4_OBESITYCAL,FINNGEN_R12_ASTHMA_OBESITY,GCST000317,GCST000663,GCST90043672,GCST90475764,GCST001128,GCST000426,GCST009673,GCST90590336,GCST001057,GCST90651394,GCST90624553,GCST90081522,GCST90624545,GCST90624547,GCST90624574,GCST000428,GCST90479953,GCST90624562,GCST90624556,GCST90624564,GCST90624549,GCST90624570,GCST90624558,GCST90624560,GCST90624559,GCST90624568,GCST90624569,GCST90624567,GCST90624566,GCST001130,GCST90624565,GWAS.count,name,NCBI.id,list.name,list.count,N.PPI,degree
0.834943978953811,ENSG00000166603,MC4R,protein_coding,0.839598158129213,NA,NA,GCST90475759/FINNGEN_R12_E4_OBESITY/GCST90475762/GCST90475765,0.91184800863266/0.905525207519531/0.896483063697815/0.821780025959015,0.911848,0.9055252,0.8964831,0.82178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,MC4R,4160,GWAS,1,146,28
0.788173209404134,ENSG00000175426,PCSK1,protein_coding,0.688427199221785,NA,NA,GCST90624107/GCST90479955/GCST90479952/GCST90475765/GCST90479951/GCST90475761/GCST90475762/GCST90475759/GCST90475758,0.840197026729584/0.544715940952301/0.544715940952301/0.540534913539886/0.53987067937851/0.532389998435974/0.531268119812012/0.531268119812012/0.502226054668427,0.5312681,NA,0.5312681,0.5405349,0.840197,0.5447159,0.5447159,0.5398707,0.53239,0.5022261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,PCSK1,5122,GWAS,1,108,14
0.771627453307329,ENSG00000116678,LEPR,protein_coding,0.714225217924674,NA,NA,GCST001957/GCST90475765,0.932720065116882/0.932025194168091,NA,NA,NA,0.9320252,NA,NA,NA,NA,NA,NA,0.9327201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,LEPR,3953,GWAS,1,208,20
0.725137221820894,ENSG00000112164,GLP1R,protein_coding,0.79204935158855,NA,NA,GCST90475765/GCST90475762/GCST90475759,0.926857769489288/0.845536649227142/0.843633770942688,0.8436338,NA,0.8455366,0.9268578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,GLP1R,2740,GWAS,1,173,14
0.723595231141797,ENSG00000132170,PPARG,protein_coding,0.667537849371985,NA,NA,GCST90479951/GCST90475759/GCST90475765/GCST90475762,0.776851952075958/0.75931042432785/0.7585209608078/0.753430545330048,0.7593104,NA,0.7534305,0.758521,NA,NA,NA,0.776852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,PPARG,5468,GWAS,1,500,33
0.631745860471397,ENSG00000138031,ADCY3,protein_coding,0.683337938433303,NA,NA,GCST009382/GCST001953/FINNGEN_R12_E4_OBESITY/GCST90225534/GCST001475,0.75940465927124/0.758628070354462/0.741214573383331/0.702828943729401/0.61681467294693,NA,0.7412146,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7594047,0.7586281,0.7028289,0.6168147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,ADCY3,109,GWAS,1,235,13
0.614243069050988,ENSG00000140718,FTO,protein_coding,0.843537681952118,NA,NA,GCST90624548/GCST90475763/GCST90651236/GCST90475761/GCST90475758/GCST90475760/GCST90475757/GCST90473209/GCST90093121/GCST90479955/GCST90435785/GCST90479952/GCST001957/FINNGEN_R12_E4_OBESITYNAS/FINNGEN_R12_E4_OBESITY/GCST90475762/GCST90475765/GCST90435786/FINNGEN_R12_E4_OBESITYCAL/GCST90475759/FINNGEN_R12_ASTHMA_OBESITY/GCST000317/GCST90479951/GCST009382/GCST000663/GCST90043672/GCST90475764/GCST001475/GCST001128/GCST000426/GCST009673/GCST001953/GCST90590336/GCST001057/GCST90651394/FINNGEN_R12_E4_OBESITYNAS/GCST90624107/FINNGEN_R12_E4_OBESITY,0.820606827735901/0.813834726810455/0.810534715652466/0.809374094009399/0.809374094009399/0.807365000247955/0.797818005084991/0.794315040111542/0.794315040111542/0.789844930171967/0.789844930171967/0.789844930171967/0.788705885410309/0.786286950111389/0.786286950111389/0.785957813262939/0.785957813262939/0.784429550170898/0.784429550170898/0.78251850605011/0.778966844081879/0.778487801551819/0.768018066883087/0.766795575618744/0.766795575618744/0.763573408126831/0.762064397335052/0.759950876235962/0.746136546134949/0.742410182952881/0.739644169807434/0.73455274105072/0.73455274105072/0.727947771549225/0.727872252464294/0.653912782669067/0.625985264778137/0.601964056491852,0.7825185,0.6019641,0.7859578,0.7859578,0.6259853,0.7898449,0.7898449,0.7680181,0.8093741,0.8093741,0.7887059,0.7667956,0.7345527,NA,0.7599509,0.8206068,0.8138347,0.8105347,0.807365,0.797818,0.794315,0.794315,0.7898449,0.6539128,0.7844296,0.7844296,0.7789668,0.7784878,0.7667956,0.7635734,0.7620644,0.7461365,0.7424102,0.7396442,0.7345527,0.7279478,0.7278723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FTO,79068,GWAS,1,177,24
0.605430671009516,ENSG00000176697,BDNF,protein_coding,0.852414430202116,NA,NA,GCST90475759/GCST90475762/GCST90225534/GCST90479952/FINNGEN_R12_E4_OBESITYNAS/GCST90479955/GCST90473209/GCST90479951/GCST001953/GCST90624553/FINNGEN_R12_E4_OBESITY/FINNGEN_R12_E4_OBESITYCAL/GCST90475762/GCST90475765/GCST90475765,0.895760595798492/0.895760595798492/0.869811296463013/0.866509020328522/0.866509020328522/0.866509020328522/0.866509020328522/0.855066299438477/0.831551313400269/0.830070495605469/0.825935244560242/0.825935244560242/0.701096951961517/0.700545728206635/0.608982086181641,0.8957606,0.8259352,0.701097,0.6089821,NA,0.866509,0.866509,0.8550663,NA,NA,NA,NA,0.8315513,0.8698113,NA,NA,NA,NA,NA,NA,0.866509,NA,NA,0.866509,NA,0.8259352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8300705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,BDNF,627,GWAS,1,500,39
0.584938931446895,ENSG00000010310,GIPR,protein_coding,0.68688828005808,NA,NA,GCST90479955/GCST90475762/GCST90475764/GCST90475759/GCST90475765/GCST90479952/GCST90479951/FINNGEN_R12_E4_OBESITY/FINNGEN_R12_E4_OBESITYCAL/GCST001953,0.691695272922516/0.691695272922516/0.691695272922516/0.691695272922516/0.691695272922516/0.687562644481659/0.681976795196533/0.675938129425049/0.6739501953125/0.669956564903259,0.6916953,0.6759381,0.6916953,0.6916953,NA,0.6916953,0.6875626,0.6819768,NA,NA,NA,NA,0.6699566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6739502,NA,NA,NA,NA,0.6916953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,GIPR,2696,GWAS,1,105,15
0.528026731483003,ENSG00000134443,GRP,protein_coding,0.868563878582008,NA,NA,GCST90475765/GCST90475762/GCST90624107/GCST90475759/GCST90479951/GCST90479952,0.946253895759583/0.943678796291351/0.939791083335876/0.939791083335876/0.938970148563385/0.938970148563385,0.9397911,NA,0.9436788,0.9462539,0.9397911,NA,0.9389701,0.9389701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,GRP,2922,GWAS,1,152,4
